"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"998",74314977,"2021-04-17 3:02:17 PM PDT","2021-04-17","2021-04-17 22:02:17 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 00:31:03 UTC","2022-10-02 00:54:00 UTC","research","","https://www.inaturalist.org/observations/74314977","https://static.inaturalist.org/photos/121441862/medium.jpeg",NA,"","",1,0,"false",2,"Rose Village, Vancouver, WA, USA",45.6491694444,-122.6600527778,NA,"",NA,NA,NA,"","open","false","","","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","5","No Selection","","On the side of a highway.",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"999",74333715,"2021-04-17 6:16:10 PM PDT","2021-04-17","2021-04-18 01:16:10 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 03:50:50 UTC","2021-04-18 03:51:13 UTC","needs_id","","https://www.inaturalist.org/observations/74333715","https://static.inaturalist.org/photos/121475367/medium.jpeg",NA,"","Not the best photo, sorry. ",0,0,"false",2,"Cully, Portland, OR, USA",45.5695694444,-122.6061194444,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","","Area is flat (e.g. field)","No","No selection","10","No Selection","","Along a major road in North Portland.",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"1000",74336075,"2021-04-17 3:00:52 PM PDT","2021-04-17","2021-04-17 22:00:52 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 04:31:43 UTC","2022-10-02 00:53:39 UTC","research","","https://www.inaturalist.org/observations/74336075","https://static.inaturalist.org/photos/121480118/medium.jpeg",NA,"","",1,0,"false",2,"Rose Village, Vancouver, WA, USA",45.65075,-122.6548888889,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"1",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","Area is flat (e.g. field)","Not sure","No selection","10","No Selection","","Next to a mildly unhealthy red cedar.",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"1001",74340220,"2021-04-17 3:00:52 PM PDT","2021-04-17","2021-04-17 22:00:52 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 05:54:13 UTC","2022-10-02 00:53:32 UTC","research","","https://www.inaturalist.org/observations/74340220","https://static.inaturalist.org/photos/121488244/medium.jpeg",NA,"","",1,0,"false",2,"Rose Village, Vancouver, WA, USA",45.65075,-122.6548888889,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","","1-29% of the canopy is unhealthy",1,"1",NA,"Not sure","Other (please describe in Notes)","No selection","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","Not sure","No selection","5","No Selection","","On the side of a highway where the homeless live. Garbage accumulate",1,"No",0.01,"No Selection","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"1002",74341621,"2021-04-17 2:45:53 PM PDT","2021-04-17","2021-04-17 21:45:53 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 06:28:57 UTC","2021-04-18 06:29:22 UTC","casual","","https://www.inaturalist.org/observations/74341621","https://static.inaturalist.org/photos/121491001/medium.jpeg",NA,"","",0,0,"true",2,"Vancouver, WA 98662, USA",45.657025,-122.5866722222,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Yellowing Canopy","","Healthy, no dieback(0%)",0,"1",NA,"No","No selection","Small (can wrap hands around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","Area is flat (e.g. field)","No selection","This is the first time I have seen this tree","10","No Selection","","Likely planted in the last year and they may have mismanaged the health of this tree.",0,"No",0,"Small","Unhealthy","Other","Unhealthy","No","No"
"1003",74342017,"2021-04-17 1:30:19 PM PDT","2021-04-17","2021-04-17 20:30:19 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 06:37:52 UTC","2022-10-02 00:52:59 UTC","research","","https://www.inaturalist.org/observations/74342017","https://static.inaturalist.org/photos/121491692/medium.jpeg",NA,"","",1,0,"false",2,"Sunnyside - Walnut Grove, WA, USA",45.6819,-122.5903611111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","This is the first time I have seen this tree","10","No Selection","","On the side of a highway. cluster of three trees that were healthy.",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"1004",74342450,"2021-04-17 1:30:19 PM PDT","2021-04-17","2021-04-17 20:30:19 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 06:49:59 UTC","2021-04-18 18:30:38 UTC","research","","https://www.inaturalist.org/observations/74342450","https://static.inaturalist.org/photos/121492531/medium.jpeg",NA,"","",1,0,"false",2,"Sunnyside - Walnut Grove, WA, USA",45.6819,-122.5903611111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","","1-29% of the canopy is unhealthy",1,"0",NA,"Not sure","No selection","No selection","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","Not sure","This is the first time I have seen this tree","15","No Selection","","",1,"No",0.01,"No Selection","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"1005",74342956,"2021-04-17 1:30:19 PM PDT","2021-04-17","2021-04-17 20:30:19 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 07:01:24 UTC","2021-04-18 18:30:32 UTC","research","","https://www.inaturalist.org/observations/74342956","https://static.inaturalist.org/photos/121493339/medium.jpeg",NA,"","",1,0,"false",2,"Sunnyside - Walnut Grove, WA, USA",45.6819,-122.5903611111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","Yes (please identify other species in notes)","This is the first time I have seen this tree","15","No Selection","","Don't know the ID of the dying tree in the foreground.",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"1006",74342998,"Sat Apr 17 2021 12:47:14 GMT-0700 (PDT)","2021-04-17","2021-04-17 19:47:14 UTC","Pacific Time (US & Canada)",240978,"marissa6","Marissa Lane-Massee","2021-04-18 07:02:28 UTC","2021-05-07 02:20:15 UTC","research","","https://www.inaturalist.org/observations/74342998","https://static.inaturalist.org/photos/121493485/medium.jpg",NA,"","",1,0,"false",3,"Willamette National Forest, Foster, OR, US",44.357005,-122.2288133333,5,"",NA,NA,5,"","open","false","","","","Linn","Oregon","United States","Oregon","Linn","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Multiple Symptoms (please list in Notes)","","30-59% of the canopy is unhealthy",30,"More than 10",NA,"Not sure","Mechanical damage or fire scars","Medium (can wrap arms around trunk)","Rural","Forest edge","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","","Lower slope","No selection","This is the first time I have seen this tree","5","Yes","","Yellowing canopy/mechanical damage. Found on road edge and thinned timber unit.",30,"No",0.3,"Medium","Unhealthy","Other","Unhealthy","No","No"
"1007",74384874,"","","","Pacific Time (US & Canada)",4242357,"karl-erickson","Karl Erickson","2021-04-18 16:02:30 UTC","2023-03-07 07:11:45 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/74384874","https://inaturalist-open-data.s3.amazonaws.com/photos/121565586/medium.jpg",NA,"","",0,0,"false",NA,"Kitsap County, US-WA, US",47.836662,-122.622727,32,"",NA,NA,32,"","","false","","","","Kitsap","Washington","United States","Washington","Kitsap","","","","",NA,"Healthy","","1-29% of the canopy is unhealthy",1,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Rural","Forest edge","Low - fairly natural, not much development","Upland or well drained","","Top of slope","Yes (please identify other species in notes)","Symptoms first observed 2017","10","No Selection","","There are many healthy cedars near by.  The site is an area of wooded shorline residences.  There appears to be two dead medkum large broad leaf maples near by.  There are also many healthy maples, hemlock, Douglas fir and grand fir.",1,"No",0.01,"Large","Healthy","Healthy","Healthy","No","No"
"1008",74411465,"Sun Apr 18 2021 10:47:21 GMT-0700 (PDT)","2021-04-18","2021-04-18 17:47:21 UTC","Pacific Time (US & Canada)",1494532,"angelique_k","Angelique","2021-04-18 18:57:47 UTC","2021-09-07 16:56:27 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74411465","https://inaturalist-open-data.s3.amazonaws.com/photos/121609923/medium.jpg",NA,"","",1,0,"false",3,"Ferrie Rd, Victoria, BC, CA",48.4895968196,-123.3905461208,63,"",NA,NA,63,"","open","false","","","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"1009",74414285,"2021-04-18 11:13:36 AM PDT","2021-04-18","2021-04-18 18:13:36 UTC","Pacific Time (US & Canada)",3262897,"whiteaeros","Whiteaeros","2021-04-18 19:16:06 UTC","2022-07-31 13:42:42 UTC","research","","https://www.inaturalist.org/observations/74414285","https://static.inaturalist.org/photos/121615098/medium.jpeg",NA,"","S. Slope",1,0,"false",2,"Benewah County, US-ID, US",47.1239821581,-116.6092360765,9,"",NA,NA,9,"","open","false","","","","Benewah","Idaho","United States","Idaho","Benewah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","","1-29% of the canopy is unhealthy",1,"0",NA,"No","No selection","Medium (can wrap arms around trunk)","Rural","Roadside","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","Not sure","This is the first time I have seen this tree",".25","Yes","","",1,"No",0.01,"Medium","Unhealthy","Other","Unhealthy","No","No"
"1010",74414352,"2021-04-18 11:19:09 AM PDT","2021-04-18","2021-04-18 18:19:09 UTC","Pacific Time (US & Canada)",3262897,"whiteaeros","Whiteaeros","2021-04-18 19:16:39 UTC","2022-07-31 13:42:22 UTC","research","","https://www.inaturalist.org/observations/74414352","https://static.inaturalist.org/photos/121615243/medium.jpeg",NA,"","",1,0,"false",2,"Benewah County, US-ID, US",47.12408551,-116.60920204,19,"",NA,NA,19,"","open","false","","","","Benewah","Idaho","United States","Idaho","Benewah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Small (can wrap hands around trunk)","Rural","Roadside","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","No selection","This is the first time I have seen this tree",".15","Yes","","",0,"No",0,"Small","Healthy","Healthy","Healthy","No","No"
"1011",74437654,"2021-04-18 2:15:13 PM PDT","2021-04-18","2021-04-18 21:15:13 UTC","Pacific Time (US & Canada)",1441569,"ryansenechal","Ryan Senechal","2021-04-18 21:38:45 UTC","2021-04-19 20:51:12 UTC","research","","https://www.inaturalist.org/observations/74437654","https://static.inaturalist.org/photos/121654802/medium.jpeg",NA,"","",1,0,"false",2,"Cedar Hill Cross Rd. at Astra, Saanich, BC V8P 2N7, Canada",48.4697749722,-123.3563919722,NA,"",NA,NA,NA,"","open","false","gps","gps","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","5","No Selection","","Residential frontage",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"1012",74438022,"2021-04-18 2:14:31 PM PDT","2021-04-18","2021-04-18 21:14:31 UTC","Pacific Time (US & Canada)",1441569,"ryansenechal","Ryan Senechal","2021-04-18 21:41:27 UTC","2021-04-18 21:42:01 UTC","casual","","https://www.inaturalist.org/observations/74438022","https://static.inaturalist.org/photos/121655552/medium.jpeg",NA,"","",0,0,"true",2,"Cedar Hill Cross Rd. at Astra, Saanich, BC V8P 2N7, Canada",48.469799,-123.356385,NA,"",NA,NA,NA,"","open","false","gps","gps","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","5","No Selection","","Residential frontage",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"1013",74438978,"2021-04-18 8:48:18 AM PDT","2021-04-18","2021-04-18 15:48:18 UTC","Pacific Time (US & Canada)",1441569,"ryansenechal","Ryan Senechal","2021-04-18 21:49:01 UTC","2021-04-18 21:50:32 UTC","research","","https://www.inaturalist.org/observations/74438978","https://static.inaturalist.org/photos/121657626/medium.jpeg",NA,"","",1,0,"false",2,"Victoria, BC V8T 4V5, Canada",48.4450169722,-123.378219,NA,"",NA,NA,NA,"","open","false","gps","gps","","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","5","No Selection","","Minor dieback/flagging of branches in top third of crown",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"1014",74452160,"2021-04-18 11:21:39 AM PDT","2021-04-18","2021-04-18 18:21:39 UTC","Pacific Time (US & Canada)",3262897,"whiteaeros","Whiteaeros","2021-04-18 23:14:21 UTC","2021-04-20 05:06:59 UTC","research","","https://www.inaturalist.org/observations/74452160","https://static.inaturalist.org/photos/121680000/medium.jpeg",NA,"","",1,0,"false",2,"Benewah County, US-ID, US",47.12418186,-116.60946031,26,"",NA,NA,26,"","open","false","","","","Benewah","Idaho","United States","Idaho","Benewah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Small (can wrap hands around trunk)","Rural","Roadside","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","No selection","This is the first time I have seen this tree",".15","Yes","","next to clearcut, 80% of canopy is browning",0,"No",0,"Small","Healthy","Healthy","Healthy","No","No"
